Job_Number,Jobs_Gross_Margin_Percentage,Jobs_Gross_Margin,Labor_Pay,Labor_Burden,Material_Costs,PO_Costs,Labor,Equipment_Costs,Jobs_Total,Materials__Equip__POs_As_percent_of_Sales,Labor_Burden_as_percent_of_Sales,Labor_Pay_as_percent_of_Sales,Sold_Hours,Total_Hours_Worked,Total_Technician_Paid_Time,NonBillable_Hours,Jobs_Total_Costs,Is_Lead,Opportunity,Warranty,Recall,Converted,Jobs_Subtotal,Pricebook_Price,Income,Estimates,Jobs_Estimate_Sales_Subtotal,Jobs_Estimate_Sales_Installed,Materials__Equipment__PO_Costs,Lead Generated From Source
57650804,0.1735,58.27,101.5,126.51,49.62,0,584.9,0,534.9,8.48,21.63,17.35,0.51,2.22,2.65,1.71,277.63,0,1,0,0,1,534.9,770.95,335.9,3,584.9,584.9,49.62,Marketed Lead
57651657,0.3445,54.52,38.3,32.34,33.09,0,407.25,0,357.25,8.13,7.94,9.4,0.26,0.57,1,0.31,103.73,0,1,0,0,1,357.25,389.85,158.25,3,407.25,407.25,33.09,Marketed Lead
57660868,0,-347.39,512.42,537.41,-702.44,0,0,0,0,0,0,0,0,9.42,10.68,9.42,347.39,0,0,0,0,0,0,0,0,0,0,0,-702.44,Marketed Lead
57661136,0,-97.04,50.43,46.61,0,0,139,0,139,0,33.53,36.28,0,0.82,1.32,0.82,97.04,0,0,0,0,0,139,0,0,2,139,139,0,Marketed Lead
57662536,0.3988,67.39,48.34,53.27,0,0,169,0,169,0,31.52,28.6,0.25,0.93,0.95,0.68,101.61,0,1,0,0,1,169,260,169,5,169,169,0,Marketed Lead
85789631,0.3466,160.27,165.32,119.85,16.98,0,540.19,0,562.42,3.02,21.31,29.39,0.83,2.1,2.67,1.27,302.15,0,1,0,0,1,562.42,640.4,462.42,4,562.42,562.42,16.98,Marketed Lead
85796533,0.6223,2430.83,285.7,67.81,237.15,155.48,3905.97,729,3905.97,27.53,1.66,7.01,8,3.47,5.37,-4.53,1475.14,0,1,0,0,1,3905.97,3333,3905.97,2,4073.92,3905.97,1121.63,Marketed Lead
85802117,0.3,349.29,222.36,117.84,152.74,322.08,1164.31,0,1164.31,37.03,9.19,17.34,2.83,2.7,4.07,-0.13,815.02,0,1,0,0,1,1164.31,1266.83,1164.31,4,1282.08,1164.31,474.82,Marketed Lead
79468919,0.6522,721.34,162.07,203.55,18.98,0,1105.94,0,1105.94,1.72,18.41,14.65,2.77,3.57,4.1,0.8,384.6,0,1,0,0,1,1105.94,1312.18,1105.94,2,1105.94,1105.94,18.98,Marketed Lead
79485297,-1.6408,-61.12,48.91,49.46,0,0,0,0,0,0,0,0,0,0.87,1.18,0.87,98.37,0,0,0,0,0,0,0,37.25,1,0,0,0,Marketed Lead
79547635,0.8225,459.03,32.94,47.56,18.59,0,608.12,0,558.12,3.33,8.52,5.9,0.5,0.83,0.83,0.33,99.09,0,1,0,0,1,558.12,757.12,558.12,2,558.12,558.12,18.59,Marketed Lead
79550577,0.1307,21.05,103.44,36.51,0,0,161,0,161,0,22.68,64.25,0.25,1.87,2.62,1.62,139.95,0,1,0,0,1,161,161,161,1,161,161,0,Marketed Lead
45467617,0,-35.93,29.42,6.51,0,0,0,0,0,0,0,0,0,0.32,0.77,0.32,35.93,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
45491934,0.8242,389.85,68.44,14.71,0,0,473,0,473,0,3.11,14.47,1,0.72,1.15,-0.28,83.15,0,1,0,0,1,473,529.25,473,2,473,473,0,Marketed Lead
45509533,0.7017,3043.33,201.49,79.46,412.82,0,4586.1,600,4586.1,22.08,1.73,4.39,3.25,3.87,4.2,0.62,1293.77,0,1,0,0,1,4586.1,6097.1,4337.1,3,4586.1,4586.1,1012.82,Marketed Lead
81361197,0.7567,458.37,48.22,43.75,55.44,0,605.78,0,605.78,9.15,7.22,7.96,0.75,0.77,1.17,0.02,147.41,0,1,0,0,1,605.78,605.78,605.78,3,605.78,605.78,55.44,Marketed Lead
81376005,0.8068,1897.65,233.52,194.99,26.05,0,2352.21,0,2352.21,1.11,8.29,9.93,6.52,3.42,4.12,-3.1,454.56,0,1,0,0,1,2352.21,2402.21,2352.21,1,2352.21,2352.21,26.05,Marketed Lead
81381517,0.6681,464.5,55.45,57.07,118.27,0,845.29,0,795.29,14.87,7.18,6.97,2,1,1.25,-1,230.79,0,1,0,0,1,795.29,849.69,695.29,3,795.29,795.29,118.27,Marketed Lead
54240968,0,-53.22,39.18,14.04,0,0,0,0,0,0,0,0,0.5,0.68,0.9,0.18,53.22,0,1,0,0,0,0,0,0,3,0,0,0,Marketed Lead
54261106,0.4332,122.25,84.81,75.14,0,0,282.2,0,282.2,0,0,0,1,1.32,2.18,0.32,159.95,0,1,0,0,1,282.2,413.38,282.2,0,0,0,0,Marketed Lead
54261124,0.6665,312.6,72.7,83.7,0,0,519,0,469,0,0,0,1,1.47,1.85,0.47,156.4,0,1,0,0,1,469,735.39,469,0,0,0,0,Marketed Lead
54272588,0.6889,1072.98,199.64,234.94,50,0,1557.56,0,1557.56,3.21,15.08,12.82,4.5,4.12,4.75,-0.38,484.58,0,1,0,0,1,1557.56,2649.7,1557.56,3,1557.56,1557.56,50,Marketed Lead
54276682,0.6155,370.55,99.58,120.8,11.07,0,602,0,602,1.84,20.07,16.54,1.75,2.12,2.6,0.37,231.45,0,1,0,0,1,602,782.79,602,2,602,0,11.07,Marketed Lead
54289100,-0.527,-107.8,150.65,161.7,0,0,204.55,0,204.55,0,79.05,73.65,0.5,2.83,3.93,2.33,312.35,0,1,0,0,1,204.55,260,204.55,4,204.55,204.55,0,Marketed Lead
54307834,0.7762,1820.14,181.37,78.09,216.05,49.2,2344.85,0,2344.85,11.31,3.33,7.73,3,3.8,4.17,0.8,524.71,0,1,0,0,1,2344.85,138.55,2344.85,4,2344.85,2344.85,265.25,Marketed Lead
54334541,-1.0218,-50.07,69.58,29.49,0,0,49,0,49,0,60.18,142,0,0.52,1.82,0.52,99.07,0,1,0,0,0,49,99,49,1,49,49,0,Marketed Lead
57668839,-0.1649,-8.21,26.81,21.97,9.23,0,0,0,0,0,0,0,0,0.43,0.7,0.43,58.01,0,0,0,0,0,0,0,49.8,4,0,0,9.23,Marketed Lead
57673717,0,-105.98,59.37,46.61,0,0,199,0,199,0,23.42,29.83,0,0.82,1.55,0.82,105.98,0,0,0,0,0,199,0,0,2,199,199,0,Marketed Lead
57691231,-1.0257,-50.26,52.97,46.29,0,0,49,0,49,0,0,0,0,0.78,1.22,0.78,99.26,0,1,0,0,0,49,99,49,0,0,0,0,Marketed Lead
57703584,0.4774,233,121.92,133.16,0,0,463.25,0,463.25,0,0,0,1,2.33,3.18,1.33,255.08,0,1,0,0,1,463.25,737.3,488.08,1,0,0,0,Marketed Lead
57708413,0.1894,102.05,91.92,106.47,71.96,166.28,538.68,0,538.68,44.23,19.76,17.06,1.5,2.1,2.4,0.6,436.63,0,1,0,0,1,538.68,858.71,538.68,5,538.68,538.68,238.24,Marketed Lead
55255632,0.5248,576.24,174.13,185.48,0,162.15,1098,0,1098,0,0,0,2.25,3.25,4.52,1,521.76,0,1,0,0,1,1098,1191.46,1098,0,0,0,162.15,Marketed Lead
55258308,0,-91.62,47.87,43.75,0,0,0,0,0,0,0,0,0,0.77,1.25,0.77,91.62,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
55262287,-5.1218,-254.81,113.63,144.58,35.91,10.44,0,0,0,0,0,0,0,2.53,2.97,2.53,304.56,0,1,0,0,0,0,0,49.75,3,0,0,46.35,Marketed Lead
55304900,0.8295,785.13,87.57,32.07,7.86,33.87,946.5,0,946.5,4.65,3.57,9.76,3,1.55,2.08,-1.45,161.37,0,1,0,0,1,946.5,1230.63,946.5,1,897.5,897.5,41.73,Marketed Lead
55309766,-0.1663,-8.15,34.32,22.83,0,0,49,0,49,0,0,0,0,0.4,0.82,0.4,57.15,0,1,0,0,0,49,99,49,2,0,0,0,Marketed Lead
85824245,0.4199,870.9,177.03,84.83,262.34,0,2074.1,679,2074.1,45.39,4.09,8.54,8.5,4.1,4.28,-4.4,1203.2,0,1,0,0,1,2074.1,3146,2074.1,2,2074.1,2074.1,941.34,Marketed Lead
86084375,0,-39.88,28.49,11.39,0,0,0,0,0,0,0,0,0,0.65,0.65,0.65,39.88,0,0,0,0,0,0,0,0,1,0,0,0,Marketed Lead
86090909,0,-98.76,74.51,24.25,0,0,0,0,0,0,0,0,0,1.38,1.7,1.38,98.76,0,0,0,0,0,0,0,0,0,0,0,0,Marketed Lead
86095971,0.5959,952.17,158.53,39.15,217.53,230.37,1757.75,0,1597.75,28.03,2.45,9.92,5.24,2.23,3.1,-3.01,645.58,0,1,0,0,1,1597.75,2116.73,1597.75,4,1597.75,1597.75,447.9,Marketed Lead
86102137,0.6295,370.52,90.23,40.69,31.1,56.04,588.58,0,588.58,6.5,3.03,6.73,1.66,1.97,2.18,0.31,218.06,0,1,0,0,1,588.58,675.36,588.58,3,1341.11,588.58,87.14,Marketed Lead
86105713,0.7395,451.31,77.84,67.53,13.62,0,610.3,0,610.3,2.23,11.07,12.75,1.08,1.18,1.88,0.1,158.99,0,1,0,0,1,610.3,575.74,610.3,1,610.3,610.3,13.62,Marketed Lead
86108657,0.6687,267.38,66.47,36.14,29.87,0,449.86,0,399.86,7.47,9.04,16.62,1.33,0.63,1.37,-0.7,132.48,0,1,0,0,1,399.86,529.25,399.86,3,399.86,399.86,29.87,Marketed Lead
86122611,0.1792,28.85,117.23,14.92,0,0,161,0,161,0,9.27,72.81,0.83,1.3,2.83,0.47,132.15,0,1,0,0,1,161,161,161,1,161,161,0,Marketed Lead
57719813,0.9359,23.24,0.64,0.95,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,1.59,0,1,0,0,0,0,0,24.83,0,0,0,0,Marketed Lead
57758283,-3.2674,-151.38,98.3,89.41,10,0,0,0,0,0,0,0,0.01,1.57,2.57,1.56,197.71,0,0,0,0,0,0,0,46.33,3,0,0,10,Marketed Lead
57765218,0.7639,107.14,22.42,10.69,0,0,339.25,0,339.25,0,3.15,6.61,0.25,0.52,0.53,0.27,33.11,0,1,0,0,1,339.25,322.01,140.25,1,339.25,339.25,0,Marketed Lead
57787716,-0.0235,-1.17,30.64,20.28,0,0,0,0,0,0,0,0,0,0.4,0.8,0.4,50.92,0,1,0,0,0,0,0,49.75,4,0,0,0,Marketed Lead
57793732,0.0596,22.56,183.53,172.16,0,0,378.25,0,378.25,0,45.52,48.52,1,3.02,4.37,2.02,355.69,0,1,0,0,1,378.25,602.75,378.25,4,378.25,378.25,0,Marketed Lead
45511288,0.8549,182.95,0,31.05,0,0,214,0,214,0,0,0,0.25,1.5,2.25,1.25,31.05,0,1,0,0,1,214,322.01,214,0,0,0,0,Marketed Lead
45511773,0.6343,239.78,95.1,43.12,0,0,378,0,378,0,0,0,1.5,2.08,2.57,0.58,138.22,0,1,0,0,1,378,526.33,378,0,0,0,0,Marketed Lead
45528285,0.7774,1148.9,224.77,104.23,0,0,1477.9,0,1477.9,0,7.05,15.21,3.5,5.22,6.07,1.72,329,0,1,0,0,1,1477.9,2290.31,1477.9,4,1477.9,1477.9,0,Marketed Lead
45544797,0.799,457.51,59.48,26.33,29.26,0,572.58,0,572.58,5.11,4.6,10.39,1.5,1.28,1.55,-0.22,115.07,0,1,0,0,1,572.58,763.74,572.58,2,572.58,572.58,29.26,Marketed Lead
79601915,0.5503,197.33,61.93,92.57,6.72,0,408.55,0,358.55,1.87,25.82,17.27,0.75,1.57,1.57,0.82,161.22,0,1,0,0,1,358.55,480.65,358.55,2,358.55,358.55,6.72,Marketed Lead
79644401,0,-89,48.1,40.9,0,0,0,0,0,0,0,0,0,0.72,1.22,0.72,89,0,0,0,0,0,0,0,0,3,0,0,0,Marketed Lead
79667965,-0.2699,-105.31,208.19,276.79,10.44,0,390.11,0,390.11,2.68,70.95,53.37,1.52,4.85,5.27,3.33,495.42,1,1,0,0,1,390.11,440.11,390.11,2,390.11,0,10.44,Service
79800561,0.6766,391.24,83.02,76.09,27.89,0,578.25,0,578.25,4.82,13.16,14.36,1.21,1.33,2.1,0.12,187.01,0,1,0,0,1,578.25,628.25,578.25,2,578.25,578.25,27.89,Marketed Lead
79889271,-1.8244,-89.4,75.62,62.78,0,0,49,0,49,0,128.12,154.33,0,1.1,1.9,1.1,138.4,0,0,0,0,0,49,99,49,4,49,49,0,Marketed Lead
86141688,0,-57.86,43.4,11.74,2.73,0,0,0,0,0,0,0,0,0.6,1.05,0.6,57.86,0,0,0,1,0,0,0,0,1,0,0,2.73,Marketed Lead
86154542,0.2992,47.87,88.76,23.37,0,0,210,0,160,0,14.61,55.48,0.83,1.33,1.35,0.5,112.13,0,1,0,0,1,160,260,160,1,160,160,0,Marketed Lead
86191217,0.8229,1036.11,119.86,26.08,77.04,0,1309.09,0,1259.09,10.31,3.49,16.05,4.32,1.33,1.93,-2.99,222.98,0,1,0,0,1,1259.09,1741.3,1259.09,1,746.99,746.99,77.04,Marketed Lead
81396268,0,-45.89,26.87,19.02,0,0,0,0,0,0,0,0,0.5,0.33,0.65,-0.17,45.89,0,1,0,0,0,0,0,0,2,0,0,0,Marketed Lead
81405192,0.4611,2016.78,444.29,526,603.99,43,4374.06,740,4374.06,31.71,12.03,10.16,11.33,9.22,10.57,-2.11,2357.28,0,1,0,0,1,4374.06,5071.55,4374.06,3,4374.06,4374.06,1386.99,Marketed Lead
57797708,-0.917,-44.93,51.13,42.8,0,0,49,0,49,0,0,0,0.01,0.75,1.22,0.74,93.93,0,1,0,0,0,49,99,49,2,0,0,0,Marketed Lead
57804228,0,-44.39,30.12,14.27,0,0,0,0,0,0,0,0,2,0.25,0.72,-1.75,44.39,0,0,1,0,0,0,0,0,1,0,0,0,Marketed Lead
57831783,0.3227,265.42,109.2,18.09,199.76,229.91,822.38,0,822.38,52.25,2.2,13.28,1.5,2.63,3.03,1.13,556.96,0,1,0,0,1,822.38,1301.78,822.38,2,822.38,822.38,429.67,Marketed Lead
57833689,0.5363,174.95,67.95,67.53,15.76,0,426.19,0,426.19,1.83,7.86,7.91,0.75,1.18,1.62,0.43,151.24,0,1,0,0,1,426.19,529.25,326.19,2,858.94,383.75,15.76,Marketed Lead
57844421,0,-73.18,40.22,32.96,0,0,0,0,0,0,0,0,0.01,0.65,1.05,0.64,73.18,0,0,0,0,0,0,0,0,0,0,0,0,Marketed Lead
57845959,0.7453,1320.76,346.19,16.37,88.88,0,1772.2,0,1772.2,0,0,0,0,6.53,8.38,6.53,451.44,1,1,0,0,1,1772.2,0,1772.2,0,0,0,88.88,Service
81458929,0.7954,475.35,88.86,29.66,3.77,0,570.03,0,597.64,0.66,5.2,15.57,1,1.43,1.43,0.43,122.29,0,1,0,0,1,597.64,764.74,597.64,2,570.64,570.64,3.77,Marketed Lead
81480457,0.8659,1670.72,136.92,121.75,0,0,2227.39,0,2227.39,0,5.47,6.15,2,2.13,2.38,0.13,258.67,0,1,0,0,1,2227.39,2572.52,1929.39,4,2227.39,2227.39,0,Marketed Lead
86258801,0.8088,375.03,44.77,14.02,29.87,0,463.69,0,463.69,6.44,3.02,9.66,1.33,0.72,1.08,-0.61,88.66,0,1,0,0,1,463.69,529.25,463.69,2,463.69,463.69,29.87,Marketed Lead
86260855,0,-61.32,48.22,13.1,0,0,0,0,0,0,0,0,0.5,0.63,1.17,0.13,61.32,0,1,0,0,0,0,0,0,3,0,0,0,Marketed Lead
86280561,0.6142,133.24,69.39,14.32,0,0,216.95,0,216.95,0,0,0,0.83,0.82,1.58,-0.01,83.71,0,1,0,0,1,216.95,260,216.95,2,0,0,0,Marketed Lead
86286370,0,-58.83,45.46,13.37,0,0,0,0,0,0,0,0,0,0.68,1.1,0.68,58.83,0,0,1,0,0,0,0,0,4,0,0,0,Marketed Lead
86287345,0.6514,885.69,226.45,90.28,141.41,15.89,1359.72,0,1359.72,11.57,6.64,16.65,4.47,5.15,5.17,0.68,474.03,0,1,0,0,1,1359.72,2071.93,1359.72,4,1359.72,1359.72,157.3,Marketed Lead
86306204,0.8109,532.18,57.86,25.24,8.65,32.39,806.32,0,756.32,4.77,2.93,6.73,1.33,1.4,1.4,0.07,124.14,0,1,0,0,1,756.32,808.61,656.32,2,860.23,756.32,41.04,Marketed Lead
86309891,-0.1269,-6.22,52.59,2.63,0,0,49,0,49,0,0,0,0,0.15,0.8,0.15,55.22,0,0,0,0,0,49,99,49,0,0,0,0,Marketed Lead
86311020,-1.0985,-54.65,82,22.4,0,0,0,0,0,0,0,0,0,2,2.05,2,104.4,0,0,0,0,0,0,0,49.75,0,0,0,0,Marketed Lead
55381962,0.6227,273.1,79.86,49.46,36.18,0,438.6,0,438.6,8.25,11.28,18.21,1.25,0.87,1.9,-0.38,165.5,0,1,0,0,1,438.6,711.39,438.6,1,438.6,438.6,36.18,Marketed Lead
55495492,0,-88.06,58.84,25.68,3.54,0,0,0,0,0,0,0,0,0.45,1.4,0.45,88.06,0,0,1,0,0,0,0,0,0,0,0,3.54,Marketed Lead
55519556,0.6145,122.89,47.88,27.04,2.19,0,200,0,200,1.1,13.52,23.94,0.75,0.53,1.25,-0.22,77.11,0,1,0,0,1,200,539.85,200,5,200,200,2.19,Marketed Lead
55533645,0.0087,1.42,84.06,62.78,15.54,0,213.8,0,163.8,9.49,38.33,51.32,1,1.1,2,0.1,162.38,0,1,0,0,1,163.8,682.8,163.8,3,163.8,163.8,15.54,Marketed Lead
55541065,0,-107.27,101.55,5.72,0,0,0,0,0,0,0,0,0,1.43,2.13,1.43,107.27,0,1,0,0,0,0,0,0,2,0,0,0,Marketed Lead
55565852,0.5852,564.14,144.31,162.65,92.88,0,1162.98,0,1162.98,8.11,14.19,12.59,2.75,2.85,3.43,0.1,399.84,0,1,0,0,1,1162.98,1932.37,963.98,3,1145.98,852.73,92.88,Marketed Lead
55617124,0,-105.64,60.94,44.7,0,0,0,0,0,0,0,0,0,0.78,1.45,0.78,105.64,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
79921266,0.5152,1030.51,191.36,205,0,573.34,2249.21,0,2249.21,25.49,9.11,8.51,3.5,3.38,4.4,-0.12,969.7,0,1,0,0,1,2249.21,2495.96,2000.21,3,2249.21,2249.21,573.34,Marketed Lead
79929713,0.5382,393.79,130.45,171.21,36.2,0,831.65,0,831.65,4.35,20.59,15.69,3,3,3.3,0,337.86,0,1,0,0,1,831.65,878.84,731.65,3,831.65,831.65,36.2,Marketed Lead
80026256,0.7728,349.36,47.53,55.17,0,0,452.06,0,452.06,0,12.2,10.51,1,0.97,1.15,-0.03,102.7,0,1,0,0,1,452.06,602.75,452.06,1,452.06,452.06,0,Marketed Lead
80028017,0.6767,235.45,57.32,55.17,0,0,447.94,0,447.94,0,12.32,12.8,0.75,0.97,1.45,0.22,112.49,0,1,0,0,1,447.94,409.34,347.94,5,447.94,447.94,0,Marketed Lead
57847027,-3.093,-76.55,51.84,49.46,0,0,0,0,0,0,0,0,0,0.87,1.23,0.87,101.3,0,0,0,0,0,0,0,24.75,5,0,0,0,Marketed Lead
57847493,0,-88.75,46.9,41.85,0,0,139,0,139,0,0,0,0,0.73,1.22,0.73,88.75,0,1,0,0,1,139,0,0,0,0,0,0,Marketed Lead
57859561,-0.6311,-30.92,46.44,33.48,0,0,49,0,49,0,0,0,0,0.57,1.07,0.57,79.92,0,1,0,0,0,49,99,49,0,0,0,0,Marketed Lead
57867866,0,-174.19,82.88,91.31,0,0,0,0,0,0,0,0,2,1.6,2.15,-0.4,174.19,0,0,0,0,0,0,420.91,0,2,0,0,0,Marketed Lead
57878996,0.729,977.6,124.78,143.79,94.83,0,1341,0,1341,7.07,10.72,9.3,3.25,2.43,2.87,-0.82,363.4,0,1,0,0,1,1341,2036.07,1341,3,1341,1341,94.83,Marketed Lead
57890764,0,-49.63,24.9,24.73,0,0,199,0,199,0,0,0,0,0.43,0.65,0.43,49.63,0,1,0,0,1,199,0,0,0,0,0,0,Marketed Lead
57892951,0,231.57,281.59,158.84,-672,0,0,0,0,0,0,0,2,1.87,3.35,0.78,-231.57,0,1,0,0,0,0,0,0,0,0,0,-672,Marketed Lead
57892968,0,-178.39,126.08,52.31,0,0,0,0,0,0,0,0,2,0.92,1.5,-1.08,178.39,0,1,0,0,0,0,0,0,0,0,0,0,Marketed Lead
57917334,0.5009,308.48,121.43,86.56,99.37,0,569.5,0,569.5,0,0,0,1,1.52,3.15,0.52,307.35,0,1,0,0,1,569.5,905.49,615.83,0,0,0,99.37,Marketed Lead
57918304,0,-87.79,44.04,43.75,0,0,199,0,199,0,21.99,22.13,0.01,0.77,1.15,0.76,87.79,0,1,0,0,1,199,0,0,3,199,199,0,Marketed Lead
45549277,0,-18.39,16.67,1.72,0,0,0,0,0,0,0,0,0,0.25,0.42,0.25,18.39,0,1,0,0,0,0,0,0,1,0,0,0,Marketed Lead
45550979,0.4852,72.78,65.25,11.97,0,0,150,0,150,0,0,0,0,0.58,0.85,0.58,77.22,0,1,0,0,0,150,150,150,0,0,0,0,Marketed Lead
45588832,0.7227,321.6,90.77,32.63,0,0,445,0,445,0,0,0,1.25,1.63,2.45,0.38,123.4,0,1,0,0,1,445,692.72,445,0,0,0,0,Marketed Lead
81515167,0.557,318.28,104.15,104.63,44.34,0,621.4,0,571.4,7.76,18.31,18.23,1,1.83,2.62,0.83,253.12,0,1,0,0,1,571.4,774.86,571.4,4,571.4,571.4,44.34,Marketed Lead
81542232,0.4926,1268.13,167.38,159.8,236.6,49.2,2674.1,693,2574.1,36.6,5.98,6.26,8,2.8,3.88,-5.2,1305.98,0,1,0,0,1,2574.1,3146,2574.1,2,2674.1,2674.1,978.8,Marketed Lead
81555704,-6.0393,-295.93,143.28,201.65,0,0,49,0,49,0,0,0,0,3.53,3.47,3,344.93,0,0,0,0,0,49,99,49,0,0,0,0,Marketed Lead
81564153,-0.5596,-27.42,49.79,26.63,0,0,49,0,49,0,0,0,0,0.47,1.22,0.47,76.42,0,0,0,0,0,49,99,49,0,0,0,0,Marketed Lead
81574113,0.769,531.43,77.84,81.8,0,0,741.07,0,691.07,0,11.84,11.26,1,1.43,1.88,0.43,159.64,0,1,0,0,1,691.07,871.85,691.07,1,691.07,691.07,0,Marketed Lead
81594737,0.6321,4008.71,493.89,247.25,837.66,13.96,6299.96,740,6299.96,25.26,3.92,7.84,17.77,11.95,11.95,-5.82,2332.75,0,1,0,0,1,6299.96,7901.62,6341.46,1,6299.96,6299.96,1591.62,Marketed Lead
81602675,0.4602,302.28,101.95,140.77,111.87,0,706.87,0,656.87,17.03,21.43,15.52,2.41,2.47,2.47,0.06,354.59,0,1,0,0,1,656.87,849.69,656.87,3,656.87,656.87,111.87,Marketed Lead
54344652,0.505,74.99,59.5,10.28,3.74,0,148.5,0,148.5,2.52,6.92,40.07,0.25,0.5,1.37,0.25,73.51,0,1,0,0,0,148.5,223.01,148.5,1,148.5,148.5,3.74,Marketed Lead
54348232,0.7828,870.31,97.02,114.92,29.55,0,1111.8,0,1111.8,2.66,10.34,8.73,2.25,2.27,2.53,0.02,241.49,0,1,0,0,1,1111.8,1768.92,1111.8,1,1111.8,1111.8,29.55,Marketed Lead
54371192,0.7088,1439.72,443.34,40.88,0,107.28,2031.22,0,2031.22,5.28,2.01,21.83,4.5,9.6,10.03,5.1,591.5,0,1,0,0,1,2031.22,3338.67,2031.22,1,2031.22,2031.22,107.28,Marketed Lead
54405188,0.5371,247.91,86.18,127.46,0,0,461.55,0,461.55,0,0,0,2,2.23,2.25,0.23,213.64,0,1,0,0,1,461.55,730.66,461.55,0,0,0,0,Marketed Lead
54407241,0.8309,2997.23,169.52,208.31,231.95,0,3607,0,3607,6.43,5.78,4.7,2.5,3.65,4.03,1.15,609.77,0,1,0,0,1,3607,1275.77,3607,3,3607,3607,231.95,Marketed Lead
86333555,0.5895,386.46,109.52,114.14,45.4,0,655.52,0,655.52,6.93,17.41,16.71,1.83,2,2.65,0.17,269.06,0,1,0,0,1,655.52,652.88,655.52,2,655.52,655.52,45.4,Marketed Lead
86336113,-0.159,-9.7,62.67,8.03,0,0,161,0,61,0,13.16,102.74,0.83,0.72,1.57,-0.11,70.7,1,1,0,0,1,61,161,61,1,61,61,0,Service
86350210,0,-56.34,50.63,5.71,0,0,0,0,0,0,0,0,0,0.1,1,0.1,56.34,0,1,0,0,0,0,0,0,1,0,0,0,Marketed Lead
57919057,0.7595,91.14,26,2.86,0,0,120,0,120,0,2.39,21.67,0.25,0.42,0.65,0.17,28.86,0,1,0,0,1,120,161,120,1,120,120,0,Marketed Lead
57919961,0.4611,1008.89,229.16,241.6,708.35,0,2387,0,2387,0,0,0,3.25,4.23,5.98,0.98,1179.11,0,1,0,0,1,2387,2979.01,2188,3,0,0,708.35,Marketed Lead
57936873,0.8764,454.85,55.33,8.82,0,0,519,0,519,0,1.7,10.66,1,1.28,1.38,0.28,64.15,0,1,0,0,1,519,735.39,519,1,519,519,0,Marketed Lead
57953253,0.5033,408.71,152.7,190,60.59,0,812,0,812,7.46,23.4,18.81,1.75,3.17,3.47,1.42,403.29,0,1,0,0,1,812,1561.04,812,3,812,812,60.59,Marketed Lead
57955274,0,-108.96,46.6,23.66,38.7,0,0,0,0,0,0,0,0,0.47,1.22,0.47,108.96,0,0,0,0,0,0,0,0,6,0,0,38.7,Marketed Lead
45589219,0,-127.21,65.88,61.33,0,0,0,0,0,0,0,0,0,1.33,1.72,1.33,127.21,0,0,1,0,0,0,0,0,0,0,0,0,Marketed Lead
45590923,0.7551,218.21,56.54,14.25,0,0,289,0,289,0,0,0,0.5,0.68,0.73,0.18,70.79,0,1,0,0,1,289,260,289,0,0,0,0,Marketed Lead
45595518,0.6265,1551.85,165.03,74.21,161.18,43,2476.9,481.63,2476.9,27.69,3,6.66,4,3.62,4.03,-0.38,925.05,0,1,0,0,1,2476.9,0,2476.9,2,2476.9,2476.9,685.81,Marketed Lead
45624549,0.8788,1450.23,101.71,43.43,54.92,0,1650.29,0,1650.29,4.37,3.45,8.09,3.5,2.12,2.65,-1.38,200.06,0,1,0,0,1,1650.29,2897.46,1650.29,2,1257.4,1257.4,54.92,Marketed Lead
45630733,0.7239,287.32,62.05,47.53,0,0,396.9,0,396.9,0,4.09,5.33,0.75,1.03,1.62,0.28,109.58,0,1,0,0,1,396.9,601.75,396.9,2,1163.15,396.9,0,Marketed Lead
58007267,0,-132.48,68.75,63.73,0,0,249,0,249,0,0,0,0,1.12,1.78,1.12,132.48,0,1,0,0,1,249,0,0,1,0,0,0,Marketed Lead
58014785,0.2336,89.75,107.24,128.41,58.81,0,384.2,0,384.2,15.31,33.42,27.91,0.75,2.25,2.8,1.5,294.45,0,1,0,0,1,384.2,611.17,384.2,3,384.2,384.2,58.81,Marketed Lead
58015272,0.3434,48.17,48.33,43.75,0,0,140.25,0,140.25,0,31.2,34.46,0.25,0.77,1.15,0.52,92.08,0,1,0,0,0,140.25,223.01,140.25,3,140.25,140.25,0,Marketed Lead
58015574,0.4123,69.69,61.29,38.03,0,0,169,0,169,0,22.5,36.27,0.25,0.75,1.6,0.5,99.32,0,0,0,0,0,169,260,169,5,169,169,0,Marketed Lead
58021956,0.6961,247.22,46.23,37.1,24.6,0,405.15,0,355.15,6.93,10.45,13.02,1.5,0.65,1.1,-0.85,107.93,0,1,0,0,1,355.15,590.37,355.15,3,355.15,355.15,24.6,Marketed Lead
81615611,0.6694,384.54,105.47,46.61,37.83,0,550.38,0,574.45,6.59,8.11,18.36,0.75,0.82,1.77,0.07,189.91,0,1,0,0,1,574.45,770.03,574.45,2,574.45,574.45,37.83,Marketed Lead
81616372,0,-44.77,22.55,22.22,0,0,0,0,0,0,0,0,2,0.37,0.57,-1.63,44.77,0,0,0,1,0,0,0,0,0,0,0,0,Marketed Lead
